,StationFront,Year,Tmean,Smean,Lmean,Tmin,Smin,Lmin,Tmax,Smax,Lmax,Tsd,Ssd,Lsd,Counts,SpecCode,Cover,Latitude,Longitude
15069,CRMS0501,2013,23.36296868,2.124051129,0.028549056,4.82,0.5,-1.93,38.01,6.61,1.33,6.353890921,0.925758129,0.512551975,4342,Aaustralis,0.042,29.63573,-92.26054
15077,CRMS0501,2014,22.87342541,3.535550184,0.006738029,1.13,1.13,-1.76,36.33,11.23,1.39,7.193843151,1.598404864,0.518314249,4344,Aaustralis,0.003,29.63573,-92.26054
15089,CRMS0501,2015,24.38932535,1.609320746,0.021806816,0.76,0.33,-1.705,39.2,5.68,1.788,6.902142824,0.896578903,0.523279712,4343,Aaustralis,0.002,29.63573,-92.26054
15093,CRMS0501,2016,24.68798121,1.644014665,0.375399404,4.3,0.3,-1.943,37.16,6.53,2.155,5.916862413,0.984158486,0.606137977,4364,Aaustralis,0.007,29.63573,-92.26054
15119,CRMS0504,2007,27.54962264,4.383763654,0.432373386,18.73,2.04,-0.39,34.43,6.31,1.17,2.667170945,0.833947952,0.339170736,2014,Aaustralis,0.023,29.53412,-91.88554
15128,CRMS0504,2008,24.51052427,3.428921703,0.138246337,6.31,1.47,-0.84,38.59,5.79,0.92,6.116364362,0.983138125,0.300724858,4368,Aaustralis,0.001,29.53412,-91.88554
15142,CRMS0504,2009,24.90268917,5.995504075,0.193522701,5.07,3.94,-0.74,37.66,10.33,1.33,6.150411187,1.138239606,0.401675984,4295,Aaustralis,0.004,29.53412,-91.88554
15145,CRMS0504,2010,24.57677757,3.540480591,0.224658041,4.93,0.88,-0.71,38.23,9.91,2.09,8.622706418,1.857331224,0.517994464,3246,Aaustralis,0.028,29.53412,-91.88554
15165,CRMS0504,2014,23.53904466,5.202097145,-0.038384899,3.47,3,-0.746,37.85,7.83,0.914,7.154026749,0.986180938,0.324831663,4344,Aaustralis,0.001,29.53412,-91.88554
15188,CRMS0507,2008,25.49297304,2.793843389,0.05206932,11.87,1.46,-1.9,34.54,3.67,1.39,4.99996343,0.446778334,0.569478474,3895,Aaustralis,0.029,29.58492,-92.22929
15191,CRMS0507,2009,24.67848843,7.6814375,-0.078863426,12.22,4.54,-2.97,34.82,10.79,2.16,5.571246279,1.532584705,0.677105665,4320,Aaustralis,0.008,29.58492,-92.22929
15200,CRMS0507,2010,23.38588886,4.772937514,0.121685497,3.88,1.71,-2.35,35.26,9.16,1.47,7.356204754,2.263196651,0.565418929,4337,Aaustralis,0.032,29.58492,-92.22929
15207,CRMS0507,2011,24.38376381,5.680122007,-0.102442449,2.53,2.03,-2.48,34.12,7.78,1.45,6.365836899,1.118648431,0.586517877,4344,Aaustralis,0.005,29.58492,-92.22929
15215,CRMS0507,2013,23.30271471,2.488844117,0.035150817,11.6,1.15,-1.99,34.29,4.67,1.15,5.998931244,0.674928899,0.510520475,4343,Aaustralis,0.004,29.58492,-92.22929
15223,CRMS0507,2014,22.6770465,3.889007827,0.039116943,3.52,1.77,-1.694,33.92,6.82,1.356,6.922139133,1.397866308,0.519782318,4344,Aaustralis,0.125,29.58492,-92.22929
15239,CRMS0507,2015,24.45405157,1.878319521,0.039917818,7.47,0.53,-1.642,34.51,3.44,1.51,6.530778436,0.698538709,0.509861692,4344,Aaustralis,0.057,29.58492,-92.22929
15248,CRMS0507,2016,24.3757326,2.255913462,0.401867674,7.79,0.81,-2.004,34.36,5.98,2.064,5.527055288,0.714532512,0.605617703,4368,Aaustralis,0.007,29.58492,-92.22929
15263,CRMS0507,2017,24.80410912,2.413878913,0.31167058,13.87,0.7,-1.594,33.97,8.15,2.074,4.39365596,0.884674221,0.556022714,4344,Aaustralis,0.027,29.58492,-92.22929
15298,CRMS0508,2015,24.09510946,1.673292967,-0.044659292,3.36,0.45,-1.228,39.62,3.91,1.428,6.463532933,0.813802095,0.498309385,4294,Aaustralis,0.018,29.64299,-92.22929
15317,CRMS0508,2017,23.52615013,2.787087267,0.345408934,11.79,1.16,-0.741,35.02,8.1,2.114,4.437786775,1.001813171,0.421915368,4343,Aaustralis,0.002,29.64299,-92.22929
15344,CRMS0514,2008,23.34821159,1.200606824,-0.880219831,4.42,0.21,-2.35,35.97,2.87,1.36,5.752784514,0.465988055,0.782642257,4367,Aaustralis,0.009,29.85347,-91.82304
15352,CRMS0514,2009,23.65655458,1.903929065,-0.93797789,3.3,0.33,-2.3,37.13,3.41,1.28,6.005094371,0.554964354,0.765545886,4342,Aaustralis,0.023,29.85347,-91.82304
15376,CRMS0514,2010,22.37869264,1.818683422,-0.868388287,1.58,0.28,-2.27,34.56,5.62,1.49,7.366537375,0.943342151,0.833225631,4337,Aaustralis,0.012,29.85347,-91.82304
15396,CRMS0514,2011,23.46570113,2.304994244,-0.82854018,5.26,0.71,-2.25,34.62,3.86,1.98,5.678460856,0.542790522,0.792248482,4343,Aaustralis,0.005,29.85347,-91.82304
15413,CRMS0514,2012,23.73316464,1.59791848,-0.760350355,7.31,0.21,-2.23,31.97,4.6,2.13,4.467694798,0.812587495,0.720406621,4367,Aaustralis,0.021,29.85347,-91.82304
15433,CRMS0514,2013,22.72820015,1.135910135,-0.737852949,6.14,0.21,-2.04,35.33,2.66,1.18,5.595349521,0.40594946,0.664289779,3917,Aaustralis,0.002,29.85347,-91.82304
15458,CRMS0514,2014,23.31663901,1.677383107,-0.843396682,4.36,0.35,-2.099,36.88,3.81,1.481,5.674211937,0.603331472,0.715185057,3978,Aaustralis,0.025,29.85347,-91.82304
15471,CRMS0514,2015,26.28389163,0.450877463,-1.238510468,16.86,0.17,-3.619,33.94,2.17,0.881,3.52326964,0.214243068,0.728612581,3248,Aaustralis,0.015,29.85347,-91.82304
15495,CRMS0514,2016,23.44086627,0.542159926,-1.012561351,8.33,0.23,-3.666,32.37,1.4,1.65,5.408192744,0.147084668,0.851388639,4352,Aaustralis,0.01,29.85347,-91.82304
15505,CRMS0514,2017,23.99715605,1.066172669,-1.115906279,13.23,0.29,-3.626,33.59,4.62,2.836,4.217660804,0.634948268,0.873962468,4332,Aaustralis,0.017,29.85347,-91.82304
15525,CRMS0517,2006,30.69731321,2.470837736,-0.7808,25.72,0.55,-2.9,36.17,3.99,0.83,1.781557042,0.535501128,0.744946293,1325,Aaustralis,0.088,29.64299,-91.57303
15545,CRMS0517,2007,23.48812878,0.319600186,-0.895430033,5.94,0.09,-3.33,34.12,0.59,1.09,6.174083224,0.0719566,0.791838477,4302,Aaustralis,0.007,29.64299,-91.57303
15557,CRMS0517,2008,24.51792098,0.282828338,-0.678043597,8.42,0.12,-3.3,33.45,0.78,2.36,6.0442979,0.107804273,0.837869554,3670,Aaustralis,0.035,29.64299,-91.57303
15578,CRMS0517,2010,22.57386833,0.198519417,-0.655612864,5.58,0.12,-2.04,34.75,0.29,1.63,7.375716836,0.034429117,0.711307109,3296,Aaustralis,0.005,29.64299,-91.57303
15733,CRMS0520,2010,23.23388556,2.439467005,-0.653700969,5.25,0.38,-3.13,35.97,11.64,1.41,7.981887267,1.770658388,0.687906318,4334,Aaustralis,0.01,29.58492,-91.88554
15792,CRMS0520,2015,24.423186,2.970209484,-0.706414134,6.57,0.43,-3.007,35.95,18.3,1.125,6.90418611,2.540953057,0.57296562,4344,Aaustralis,0.005,29.58492,-91.88554
15827,CRMS0520,2017,24.90433011,3.686224678,-0.367820672,14.48,0.88,-2.404,35.64,10.72,2.832,4.715147021,1.739101737,0.644406837,4344,Aaustralis,0.002,29.58492,-91.88554
15930,CRMS0527,2010,22.89495491,1.808523968,-0.494326056,9.48,0.16,-1.93,40.3,5.65,2.27,7.085389378,1.050906453,0.82936302,4214,Aaustralis,0.001,29.70831,-91.85429
15956,CRMS0527,2012,24.03253922,2.28754902,-0.491227941,0.59,0.12,-1.66,36.42,7.25,2.64,5.592366437,1.865575179,0.661570773,4080,Aaustralis,0.003,29.70831,-91.85429
15985,CRMS0527,2014,22.977807,2.278643017,-0.482026296,3.11,0.19,-1.788,37.02,5.04,1.952,6.38143675,0.818949045,0.698511312,4031,Aaustralis,0.004,29.70831,-91.85429
16043,CRMS0529,2009,24.70746547,7.375018416,0.178289595,7.59,3.34,-0.26,37.34,14.04,1.05,6.154256273,2.61634962,0.174149551,4344,Aaustralis,0.02,29.59944,-91.91679
16048,CRMS0529,2010,26.93854611,3.386898589,0.197361339,13.6,0.68,-0.29,37.09,6.73,1.6,4.154201192,1.278035697,0.244143474,3047,Aaustralis,0.015,29.59944,-91.91679
16114,CRMS0531,2009,24.54640772,2.681493743,-0.747898853,7.96,1.1,-2.34,35.6,4.4,1.03,5.735321729,0.67466137,0.66620278,3836,Aaustralis,0.01,29.85347,-91.94804
16134,CRMS0531,2010,23.8304123,3.01859234,-0.698799707,2.81,0.37,-2.36,35.57,12.37,1.41,7.521663348,2.378983955,0.739929543,4099,Aaustralis,0.005,29.85347,-91.94804
16137,CRMS0531,2011,25.09854045,3.48041423,-0.668011696,3.01,0.83,-2.37,33.96,5.62,1.95,5.479829145,0.999258547,0.699664621,4104,Aaustralis,0.012,29.85347,-91.94804
16164,CRMS0531,2012,24.5490531,1.827297932,-0.583040414,9.48,0.46,-2.35,33.33,5.1,2.24,4.872846418,1.0349514,0.675810773,4256,Aaustralis,0.002,29.85347,-91.94804
16193,CRMS0531,2013,23.31205826,1.291364949,-0.651829562,8.91,0.23,-2.34,33.97,2.76,1.2,5.700009913,0.464428105,0.680841658,4154,Aaustralis,0.003,29.85347,-91.94804
16194,CRMS0531,2014,23.13557678,2.247344619,-0.829259976,3.43,0.38,-2.438,33.13,4.88,1.182,6.321597298,0.995148931,0.731319584,4135,Aaustralis,0.004,29.85347,-91.94804
16228,CRMS0531,2015,24.08178529,0.937855273,-0.864828612,6.52,0.24,-2.446,34.18,2.56,1.37,6.035901649,0.521814001,0.685846464,4201,Aaustralis,0.011,29.85347,-91.94804
16231,CRMS0531,2016,23.8200422,0.88971864,-0.468607268,6.48,0.33,-2.425,33.4,2.61,2.044,5.562075516,0.331409542,0.747823482,4265,Aaustralis,0.08,29.85347,-91.94804
16262,CRMS0531,2017,24.5011419,1.492742475,-0.400994267,11.87,0.37,-2.431,34.36,4.02,3.152,4.390735852,0.634321153,0.795944437,4186,Aaustralis,0.031,29.85347,-91.94804
16280,CRMS0532,2008,24.25711365,1.234089396,-0.926333809,7.46,0.35,-2.77,36.72,3.04,1.51,6.134030538,0.460390483,0.780362163,4206,Aaustralis,0.027,29.82444,-91.94804
16292,CRMS0532,2009,24.93865762,3.175158872,-0.706822563,6.03,1.52,-2.84,37.49,8.39,2.08,6.82455428,1.444767919,0.775968777,2801,Aaustralis,0.05,29.82444,-91.94804
16311,CRMS0532,2010,20.25389061,2.140429997,-0.702008944,4.84,0.24,-2.9,39.64,6.68,2.08,7.893302725,1.93073564,0.934320763,2907,Aaustralis,0.013,29.82444,-91.94804
16322,CRMS0532,2011,24.32079245,3.327540094,-0.668233491,2.56,1.25,-3.5,36.08,7.25,2.54,6.729538274,1.130552419,0.912163858,4240,Aaustralis,0.11,29.82444,-91.94804
16327,CRMS0532,2012,24.80868011,2.227346471,-0.575614115,7.72,0.44,-3.49,35.4,6.27,2.58,5.612022743,1.745375953,0.81687663,4364,Aaustralis,0.07,29.82444,-91.94804
16347,CRMS0532,2013,23.15637225,1.544804624,-0.797024277,9.34,0.33,-3.52,38.32,4.19,1.71,6.406248702,0.883108755,0.874230255,4325,Aaustralis,0.094,29.82444,-91.94804
16361,CRMS0532,2014,22.57354442,2.424699606,-1.195854558,2.23,0.43,-3.879,36.23,6.61,1.441,7.298857334,1.329089494,0.883668444,4311,Aaustralis,0.165,29.82444,-91.94804
16378,CRMS0532,2015,24.10808817,1.073607889,-1.162682367,4.21,0.19,-3.879,37.44,8.74,1.345,7.040714975,0.926077026,0.796295941,4310,Aaustralis,0.011,29.82444,-91.94804
16381,CRMS0532,2016,24.37365138,0.760740826,-0.704417202,7.58,0.27,-3.912,35.52,1.9,2.115,5.957303141,0.293196036,0.891181895,4360,Aaustralis,0.07,29.82444,-91.94804
16397,CRMS0532,2017,24.73558606,1.805802953,-0.821511075,11.7,0.38,-3.87,37.19,5.69,3.424,4.840119079,0.96179185,0.911122798,4334,Aaustralis,0.022,29.82444,-91.94804
16506,CRMS0536,2016,26.10187003,1.616649301,0.752610913,10.74,0.82,0.183,38.57,3.75,2.219,5.35399738,0.448141727,0.39846874,3647,Aaustralis,0.003,29.58492,-92.26054
16510,CRMS0536,2017,24.76023557,1.944468822,0.707608776,10.6,0.81,0.227,34.42,5.81,1.982,4.534918732,1.110474628,0.319445457,4330,Aaustralis,0.007,29.58492,-92.26054
17173,CRMS0544,2007,20.40797145,1.409511858,-0.211777573,10.6,0.12,-2.51,26.72,2.2,1.32,3.80826436,0.321064187,0.730271505,4343,Aaustralis,0.003,29.68654,-91.57303
17184,CRMS0544,2008,20.84743819,1.375744048,-0.041831502,13.74,0.41,-1.81,27.29,1.84,2.07,3.541348348,0.245926363,0.680944828,4368,Aaustralis,0.002,29.68654,-91.57303
17221,CRMS0544,2009,21.27841927,1.358456906,-0.284486263,15.12,0.21,-1.84,29.2,1.83,1.77,4.314382633,0.35380828,0.726200223,2657,Aaustralis,0.086,29.68654,-91.57303
17237,CRMS0544,2010,23.05517059,0.474617647,0.012723529,7.15,0.15,-1.51,32.33,1.65,2.18,6.373641438,0.300642884,0.74956325,3400,Aaustralis,0.05,29.68654,-91.57303
17278,CRMS0544,2011,23.83334474,0.666976316,0.099731579,0,0.19,-0.99,31.11,1.39,2.59,4.699989672,0.326916065,0.539511963,3800,Aaustralis,0.004,29.68654,-91.57303
17329,CRMS0544,2013,23.64578026,0.549771632,0.125683837,8.64,0.14,-2.22,33.01,2.31,2.02,5.929682346,0.483909312,0.621290143,3941,Aaustralis,0.003,29.68654,-91.57303
17344,CRMS0544,2014,22.81877689,0.286583255,-0.516600094,5.83,0.15,-2.697,34.09,0.81,1.883,6.971540384,0.093624835,0.756986642,4276,Aaustralis,0.007,29.68654,-91.57303
17387,CRMS0544,2015,23.78137628,0.289395839,-0.504869642,8.51,0.11,-2.696,33.49,1.25,1.353,6.871187247,0.154272684,0.694628478,3989,Aaustralis,0.005,29.68654,-91.57303
17549,CRMS0545,2012,23.98528509,0.311914358,-0.141900618,7.81,0.11,-2.11,31.31,1.27,2.29,4.563843418,0.181633926,0.65312516,4367,Aaustralis,0.005,29.71557,-91.60428
17678,CRMS0549,2006,28.43096525,4.601351351,-0.383667954,23.72,2.94,-0.7,34.63,6.08,0.63,2.444590341,0.799471306,0.282277665,259,Aaustralis,0.055,29.8317,-91.85429
17702,CRMS0549,2008,24.75159374,1.209229225,-0.132918507,8.44,0.14,-0.83,33.94,2.96,1.78,4.260084373,0.523210632,0.463856231,2491,Aaustralis,0.031,29.8317,-91.85429
17714,CRMS0549,2009,24.7313543,2.023390127,-0.165487112,10.02,0.65,-0.82,36.13,4.45,1.72,4.394441737,0.539052479,0.44862381,2289,Aaustralis,0.005,29.8317,-91.85429
17729,CRMS0549,2010,21.22289181,1.893374251,-0.614875821,1.26,0.25,-2.28,41.07,5.39,1.96,7.557866126,1.13722785,0.914675439,3503,Aaustralis,0.029,29.8317,-91.85429
17741,CRMS0549,2011,24.09086846,2.412603087,-0.586295784,0.03,0.81,-2.15,36.89,3.95,2.51,6.543402848,0.690622838,0.825632398,4341,Aaustralis,0.029,29.8317,-91.85429
17763,CRMS0549,2012,24.64048877,1.814492516,-0.430919083,8.51,0.29,-2.12,36.21,5.5,2.88,5.010692195,1.145405385,0.738517353,4276,Aaustralis,0.025,29.8317,-91.85429
17782,CRMS0549,2013,23.71147994,1.268124481,-0.263836791,7.1,0.31,-1.94,37.99,3.98,1.76,5.910059675,0.573842929,0.649789052,3615,Aaustralis,0.023,29.8317,-91.85429
17802,CRMS0549,2014,24.39422821,1.918429177,-0.623220944,3.98,0.43,-1.593,37.14,4.61,1.777,6.067986772,0.711577233,0.604394428,3304,Aaustralis,0.037,29.8317,-91.85429
17806,CRMS0549,2015,24.20361328,0.624990234,-1.351116536,8.63,0.18,-3.813,33.93,4.71,0.817,7.520990371,0.412917284,0.788387196,3072,Aaustralis,0.008,29.8317,-91.85429
17822,CRMS0549,2016,24.26410174,0.503001833,-0.635350137,9.33,0.11,-3.834,33.23,1.68,2.149,5.644932671,0.189104235,0.874134198,4364,Aaustralis,0.005,29.8317,-91.85429
17838,CRMS0549,2017,24.65195902,1.066558471,-0.714984346,14.64,0.16,-3.699,33.2,5.04,2.937,4.402541393,0.637535739,0.903189546,4344,Aaustralis,0.015,29.8317,-91.85429
18121,CRMS0551,2011,20.43476498,0.553442396,-0.315456221,9.74,0.29,-1.96,25.49,1.03,1.41,4.452701909,0.153393939,0.720060079,4340,Aaustralis,0.003,29.70105,-91.54178
18355,CRMS0552,2008,23.34544021,0.605715515,-0.206561514,6.44,0,-1.3,33.41,2.42,1.76,5.922214297,0.461971315,0.643016921,3487,Aaustralis,0.005,29.79541,-92.13554
18368,CRMS0552,2009,24.18415288,1.45508842,-0.194922989,7.48,0.06,-1.07,37.21,5.69,1.81,5.383572528,1.2307905,0.585107286,3506,Aaustralis,0.025,29.79541,-92.13554
18391,CRMS0552,2010,23.42648778,1.539081203,-0.040991852,4.96,0.04,-1.07,34.4,8.11,2.23,7.156829824,1.559768444,0.655183937,3559,Aaustralis,0.07,29.79541,-92.13554
18403,CRMS0552,2011,24.98488556,1.748383724,-0.0718282,3.14,0.07,-1.07,35.33,6.31,2.56,4.891969927,1.10947155,0.602079699,3539,Aaustralis,0.048,29.79541,-92.13554
18420,CRMS0552,2012,24.03285902,0.671104682,-0.011309837,9.31,0.02,-1.05,33.78,5.22,3.06,4.568981115,0.642287161,0.594339226,3802,Aaustralis,0.002,29.79541,-92.13554
18495,CRMS0552,2016,23.70981546,0.238099193,0.267880969,7.01,0.02,-2.092,33.5,4.2,2.959,5.264388446,0.492929364,0.831327391,4335,Aaustralis,0.01,29.79541,-92.13554
18536,CRMS0553,2007,26.34014989,2.879403281,0.557811086,6.58,1.66,0.19,38.73,7.16,1.19,5.07865014,0.805808833,0.226673913,3536,Aaustralis,0.005,29.84623,-93.01057
18628,CRMS0553,2016,21.16010073,1.163468407,0.928288462,11.16,0.72,0.162,27.08,1.79,2.092,4.236235306,0.193536356,0.498577338,4368,Aaustralis,0.007,29.84623,-93.01057
18633,CRMS0553,2017,21.32815335,1.220964771,0.878091181,14.1,0.58,0.088,25.87,1.69,1.714,3.177468299,0.246079278,0.4558019,4343,Aaustralis,0.001,29.84623,-93.01057
18771,CRMS0556,2009,22.38735226,1.722606187,0.25923361,9.24,0.64,-0.69,33.25,2.98,1.55,5.552135834,0.564039075,0.528675795,4332,Aaustralis,0.001,29.91155,-92.79181
18919,CRMS0557,2011,20.75907662,1.428459725,0.073854617,0.49,1.12,-0.45,35,2.11,0.56,6.574386283,0.240327641,0.288111863,2545,Aaustralis,0.001,29.94058,-92.66681
19123,CRMS0562,2007,24.80880563,1.22522481,0.241754669,5.62,0.45,-0.31,34.44,3.63,1.24,6.416263379,0.429375191,0.304493162,4337,Aaustralis,0.002,29.76639,-92.76056
19131,CRMS0562,2009,25.93487906,4.792213776,0.139854872,11.26,1.31,-1.24,36.55,7.74,1.35,6.160845483,2.047642942,0.655797156,4341,Aaustralis,0.008,29.76639,-92.76056
19367,CRMS0568,2009,25.21381499,4.171741233,0.345637243,10.16,3.18,-0.36,37.4,4.88,1.63,5.860084298,0.30803982,0.400364918,3308,Aaustralis,0.00025,29.78815,-92.4168
19544,CRMS0571,2011,24.4886507,4.39443242,0.22125259,2.93,1.14,-0.23,35.44,7.92,0.75,6.664571984,1.959428268,0.225678457,4343,Aaustralis,0.03,29.70831,-92.29179
19563,CRMS0571,2014,20.72542758,1.84539918,0.106019565,3.52,0.84,-0.246,31.47,4.13,0.624,6.585597138,0.86595052,0.182389681,3169,Aaustralis,0.036,29.70831,-92.29179
19570,CRMS0571,2015,22.88950495,1.070287819,0.268796915,5.12,0.36,-0.316,31.89,2.33,0.952,5.606163529,0.530339258,0.357977008,4343,Aaustralis,0.002,29.70831,-92.29179
19606,CRMS0572,2008,25.02949779,0.913344915,0.481538219,8.32,0.58,-0.4,33.47,1.76,1.48,5.134814016,0.320657538,0.280994852,3166,Aaustralis,0.003,29.78815,-92.29179
19613,CRMS0572,2009,24.81830956,3.792440963,0.922815057,6.35,1.36,-0.38,38.36,7.05,2.66,6.325352589,1.553233246,0.473116695,4277,Aaustralis,0.016,29.78815,-92.29179
19635,CRMS0572,2010,22.89523508,1.372857491,0.323775883,4.13,0.45,-0.48,39.33,2.75,1.72,7.725157035,0.548244581,0.43203406,4105,Aaustralis,0.003,29.78815,-92.29179
19822,CRMS0574,2010,23.17853185,0.724453651,0.220012947,6.02,0.08,-0.43,36.05,1.56,1.2,8.414527074,0.420656668,0.416282713,3862,Aaustralis,0.001,29.79542,-92.63555
19911,CRMS0575,2011,31.11226779,4.741676719,-1.732798552,26.43,3.65,-2.01,36.08,5.04,-0.85,1.751653234,0.297808358,0.339548413,829,Aaustralis,0.05525,29.94058,-92.94807
19920,CRMS0575,2012,22.65356227,0.529585623,0.667451923,9.03,0.12,-0.46,30.73,2.95,1.45,4.790331854,0.399503055,0.373538259,4368,Aaustralis,0.001,29.94058,-92.94807
19997,CRMS0576,2010,23.42841244,5.873124424,0.23202765,4.36,2.84,-0.63,36.66,15.96,1.35,8.149550245,1.794662866,0.388009011,4340,Aaustralis,0.008,29.59219,-92.4793
20043,CRMS0580,2009,24.67006223,7.185397557,-0.132299839,6.82,4.74,-0.8,37.6,9.4,1.12,6.081576417,1.048396896,0.375803102,4339,Aaustralis,0.02025,29.6067,-92.32305
20047,CRMS0580,2010,23.6244752,4.905490196,0.081735871,4.4,1.5,-0.831,36.4,8.6,1.439,7.872013731,2.320548312,0.433479433,4335,Aaustralis,0.006,29.6067,-92.32305
20056,CRMS0580,2011,24.86852792,6.114167051,-0.049871712,1.6,3,-0.921,36.9,8,1.369,6.681242403,1.006896384,0.400056245,4334,Aaustralis,0.002,29.6067,-92.32305
20060,CRMS0580,2012,25.50509704,3.468278651,0.106716035,4.7,1.9,-0.691,36.3,6.8,1.649,5.621937238,1.133254737,0.362626814,4328,Aaustralis,0.01,29.6067,-92.32305
20074,CRMS0580,2015,24.71138352,2.079429098,-0.181347376,3.36,0.71,-0.91,37.42,4.77,1.29,6.890294699,0.812144548,0.421188499,4344,Aaustralis,0.035,29.6067,-92.32305
20079,CRMS0580,2016,24.88158425,1.860707418,0.196668498,6.47,0.97,-0.973,36.44,3.01,1.84,5.820188757,0.37577439,0.522939771,4368,Aaustralis,0.015,29.6067,-92.32305
20174,CRMS0583,2009,24.26588303,5.63267557,-0.029143449,10.42,3.31,-0.85,35.82,8.1,1.03,5.696182394,1.376165367,0.395034709,4343,Aaustralis,0.00025,29.83896,-92.91681
20209,CRMS0583,2013,21.90567555,0.799969873,0.234639629,10.77,0.37,-0.49,29.75,1.43,1.37,5.451391568,0.311384773,0.391179971,4315,Aaustralis,0.004,29.83896,-92.91681
20216,CRMS0583,2014,21.60018877,2.319544199,-0.132888582,6.93,1.17,-0.732,29.05,4.46,0.538,6.355356991,0.897206669,0.278991626,4344,Aaustralis,0.002,29.83896,-92.91681
20240,CRMS0583,2015,22.01440018,1.262244992,0.241133088,8.38,0.85,-0.33,29.61,1.72,1.04,5.143874504,0.20590724,0.389603413,4343,Aaustralis,0.001,29.83896,-92.91681
20252,CRMS0583,2016,21.74173346,1.110084726,0.396726357,10.2,0.71,-0.323,26.15,1.5,1.656,3.44581844,0.181490791,0.529067252,4367,Aaustralis,0.003,29.83896,-92.91681
20270,CRMS0583,2017,20.59257827,0.663280387,0.331854972,12.09,0.39,-0.292,25.63,0.85,1.107,3.297461179,0.101411129,0.430130786,4344,Aaustralis,0.003,29.83896,-92.91681
20279,CRMS0584,2007,24.25621525,5.322580185,-0.126609646,1.75,1.07,-1,36.41,16.86,0.9,6.399541311,3.520663986,0.329895392,4209,Aaustralis,0.014,29.79542,-92.85431
20284,CRMS0584,2008,24.71164606,4.594109432,-0.08580815,6.7,1.15,-0.92,37.08,12.4,0.86,6.133828416,2.577866764,0.292483952,4368,Aaustralis,0.015,29.79542,-92.85431
20301,CRMS0584,2009,24.43524677,7.947068727,-0.179531827,2.38,2.52,-1.2,38.72,18.2,0.99,6.378196238,3.800071354,0.408708871,4336,Aaustralis,0.026,29.79542,-92.85431
20311,CRMS0584,2011,24.48655832,9.864714154,-0.227316736,0.3,1.99,-0.89,36.85,24.23,1.02,6.837512019,6.284308615,0.303965402,4338,Aaustralis,0.001,29.79542,-92.85431
20331,CRMS0584,2013,23.70390193,2.478103131,-0.081243094,7.99,1.01,-0.57,36.04,5.35,0.86,6.38211862,0.836078003,0.322003602,4344,Aaustralis,0.003,29.79542,-92.85431
20355,CRMS0584,2016,28.28472222,0.914088542,1.062828993,22.4,0.51,0.688,36.5,1.3,1.297,2.875591022,0.195726371,0.142158907,1152,Aaustralis,0.001,29.79542,-92.85431
20385,CRMS0587,2009,24.45136654,5.024869971,0.331184985,9.29,1.74,-0.48,38.4,8.32,0.86,6.060376616,1.815103913,0.324376581,4076,Aaustralis,0.002,29.79542,-92.91681
20400,CRMS0587,2011,18.06184124,5.7649509,-0.059549918,2.84,4.28,-0.48,32.72,8.32,0.37,6.966348019,0.939510802,0.250971988,1222,Aaustralis,0.003,29.79542,-92.91681
20461,CRMS0588,2007,25.61323456,5.445137451,0.177036773,2.79,1.26,-0.12,36.76,14.06,0.56,6.597269589,3.429946583,0.161314472,2801,Aaustralis,0.019,29.77364,-92.82306
20472,CRMS0588,2008,25.29853808,4.40239312,0.156970516,7.22,1.31,-0.23,37.67,10.49,0.69,6.142945563,2.27170205,0.17614642,4070,Aaustralis,0.019,29.77364,-92.82306
20476,CRMS0588,2009,25.96455677,6.760446266,0.20424408,8.89,3.12,-0.26,39.77,18.8,1.02,5.542663152,3.389430815,0.335934622,3294,Aaustralis,0.005,29.77364,-92.82306
20478,CRMS0588,2010,26.23990025,11.81138938,0.075322408,4.92,1.26,-0.24,38.92,22.06,0.51,8.367034399,5.784062984,0.173411416,2807,Aaustralis,0.014,29.77364,-92.82306
20500,CRMS0588,2015,24.39439563,2.121918784,0.383649727,1.31,1.23,-0.237,40.49,3.5,1.217,7.167238183,0.553798006,0.426677464,4211,Aaustralis,0.005,29.77364,-92.82306
20533,CRMS0590,2009,24.04944187,1.066912923,0.549969893,7.12,0.03,-0.44,37.6,3.55,1.98,6.41980795,0.905802665,0.538104046,4318,Aaustralis,0.001,29.93332,-92.82306
21141,CRMS0603,2009,25.51662589,4.961033926,0.189515347,11.85,2.71,-0.68,37.15,7.32,1.32,6.025904385,1.374933673,0.515835162,4333,Aaustralis,0.019,29.80268,-92.76056
21145,CRMS0603,2010,23.75647303,1.864491701,0.019740664,6.03,0.67,-0.93,37.76,3.8,0.99,8.222384708,0.777426264,0.475379387,3856,Aaustralis,0.012,29.80268,-92.76056
21177,CRMS0603,2016,25.0040957,1.296048535,0.737383471,11.59,0.32,-0.218,34.35,3.93,2.156,5.337624943,0.716087472,0.571834283,4368,Aaustralis,0.001,29.80268,-92.76056
21189,CRMS0604,2007,29.68042945,0.962903885,0.57206544,27.62,0.75,0.3,32.49,1.26,0.83,1.062507483,0.150197114,0.101706887,489,Aaustralis,0.03,29.75912,-92.76056
21209,CRMS0604,2008,24.51859139,1.216921667,0.193050847,10.43,0.26,-0.37,33.51,2.9,0.97,5.679245615,0.78376213,0.265045658,4366,Aaustralis,0.005,29.75912,-92.76056
